Carrier,Origin City,Destination City,Month,Aircraft,Seats,Passengers,Distance,Departures Performed,Departures Scheduled
United Air Lines Inc.,"Houston, TX","Charlotte, NC",10,634,179,69,912,1,1
United Air Lines Inc.,"Houston, TX","Charlotte, NC",10,694,150,127,912,1,1
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",10,694,150,134,1042,1,1
Republic Airline,"Houston, TX","Raleigh/Durham, NC",10,673,76,66,1042,1,1
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",10,634,358,312,1042,2,2
Republic Airline,"Houston, TX","Charlotte, NC",10,673,228,191,912,3,3
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",10,614,700,663,926,4,4
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",10,614,875,860,1050,5,5
Republic Airline,"Houston, TX","Raleigh/Durham, NC",10,677,349,276,1042,5,5
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",10,655,1120,801,1061,8,8
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",10,698,1280,1038,936,10,10
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",10,698,1536,1385,1042,12,12
Frontier Airlines Inc.,"Austin, TX","Raleigh/Durham, NC",10,698,1800,1660,1162,12,12
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",10,694,1950,1778,936,13,13
SkyWest Airlines Inc.,"Austin, TX","Raleigh/Durham, NC",10,638,1520,1269,1162,20,20
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",10,612,3718,3414,1050,26,26
American Airlines Inc.,"Austin, TX","Charlotte, NC",10,694,4050,3875,1032,27,27
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",10,612,3861,3572,926,27,27
Republic Airline,"Houston, TX","Charlotte, NC",10,677,1960,1753,912,28,28
American Airlines Inc.,"Austin, TX","Charlotte, NC",10,614,4960,4630,1032,31,31
American Airlines Inc.,"Houston, TX","Charlotte, NC",10,614,4800,3904,912,30,31
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",10,612,4433,4051,1052,31,31
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",10,612,4433,3667,920,31,31
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",10,694,4950,4340,1095,33,33
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",10,673,4408,3497,999,58,58
American Airlines Inc.,"Austin, TX","Charlotte, NC",10,698,7296,6878,1032,57,58
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",10,614,10080,8880,936,63,63
American Airlines Inc.,"Houston, TX","Charlotte, NC",10,694,11400,9160,912,76,76
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",10,698,9984,9189,1095,78,78
American Airlines Inc.,"Houston, TX","Charlotte, NC",10,698,11904,10365,912,93,93
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",10,673,7144,6532,1042,94,94
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",10,673,8208,7189,912,108,108
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",10,614,22560,18318,1061,141,141
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",10,699,46364,39863,936,248,248
Republic Airline,"Houston, TX","Greer, SC",7,673,76,58,837,1,1
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",1,655,140,129,987,1,1
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",4,675,50,48,925,1,1
United Air Lines Inc.,"Houston, TX","Charleston, SC",5,694,150,97,925,1,1
United Air Lines Inc.,"Houston, TX","Charleston, SC",7,612,126,105,925,1,1
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",5,698,150,115,1055,1,1
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",5,722,186,128,1055,1,1
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",3,655,140,123,987,1,1
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",9,699,181,123,987,1,1
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",9,655,140,116,862,1,1
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",10,655,140,100,987,1,1
Envoy Air,"Houston, TX","Greer, SC",9,673,76,61,837,1,1
American Airlines Inc.,"Austin, TX","Columbia, SC",10,694,150,107,1003,1,1
American Airlines Inc.,"San Antonio, TX","Columbia, SC",8,698,128,128,1064,1,1
United Air Lines Inc.,"Houston, TX","Charleston, SC",8,694,150,79,925,1,1
United Air Lines Inc.,"Houston, TX","Charleston, SC",6,694,150,117,925,1,1
Republic Airline,"Houston, TX","Charleston, SC",6,677,70,68,925,1,1
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",7,694,180,120,1048,1,1
PSA Airlines Inc.,"San Antonio, TX","Columbia, SC",7,638,76,53,1064,1,1
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",2,674,37,32,878,1,1
American Airlines Inc.,"Austin, TX","Columbia, SC",4,698,128,120,1003,1,1
Republic Airline,"Houston, TX","Charleston, SC",4,677,70,62,925,1,1
Republic Airline,"Houston, TX","Greer, SC",4,673,76,68,837,1,1
American Airlines Inc.,"San Antonio, TX","Columbia, SC",5,698,128,78,1064,1,1
American Airlines Inc.,"Houston, TX","Columbia, SC",8,694,150,136,878,1,1
Spirit Air Lines,"Houston, TX","Myrtle Beach, SC",8,699,228,199,997,1,1
SkyWest Airlines Inc.,"Houston, TX","Charleston, SC",9,631,70,39,925,1,1
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",2,699,181,104,987,1,1
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",3,675,50,34,987,1,1
Envoy Air,"Dallas/Fort Worth, TX","Greer, SC",3,675,50,33,862,1,1
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",3,676,88,65,987,2,2
Envoy Air,"Dallas/Fort Worth, TX","Greer, SC",3,676,88,72,862,2,2
Republic Airline,"Houston, TX","Greer, SC",6,673,152,133,837,2,2
Southwest Airlines Co.,"Houston, TX","Charleston, SC",9,838,350,255,928,2,2
Republic Airline,"Houston, TX","Charleston, SC",9,673,152,30,925,2,2
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",9,698,290,189,1048,2,2
Southwest Airlines Co.,"Houston, TX","Charleston, SC",10,838,350,302,928,2,2
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",1,694,300,175,987,2,2
PSA Airlines Inc.,"San Antonio, TX","Columbia, SC",5,638,152,140,1064,2,2
Republic Airline,"Houston, TX","Greer, SC",5,673,152,119,837,2,2
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",7,675,150,74,837,3,3
Republic Airline,"Houston, TX","Charleston, SC",5,677,210,195,925,3,3
Republic Airline,"Houston, TX","Charleston, SC",10,677,210,183,925,3,3
Republic Airline,"Houston, TX","Greer, SC",8,673,228,194,837,3,3
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",9,694,540,416,1055,3,3
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",10,694,540,459,1055,3,3
Envoy Air,"Dallas/Fort Worth, TX","Myrtle Beach, SC",8,673,228,188,1048,3,3
Envoy Air,"Dallas/Fort Worth, TX","Myrtle Beach, SC",4,673,304,201,1048,4,4
Envoy Air,"Dallas/Fort Worth, TX","Greer, SC",2,675,200,144,862,4,4
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",8,694,720,452,1055,4,4
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",9,722,744,339,1055,4,4
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",10,675,200,123,837,4,4
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",10,612,572,528,977,4,4
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",10,614,700,631,977,4,4
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",7,722,744,510,1055,4,4
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",2,612,572,390,977,4,4
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",5,673,304,292,925,4,4
Envoy Air,"Dallas/Fort Worth, TX","Myrtle Beach, SC",7,673,304,291,1048,4,4
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",6,722,744,573,1055,4,4
Southwest Airlines Co.,"Houston, TX","Charleston, SC",3,614,700,540,928,4,4
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",4,698,512,426,987,4,4
Envoy Air,"Dallas/Fort Worth, TX","Myrtle Beach, SC",5,673,304,232,1048,4,4
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",7,694,900,597,1055,5,5
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",1,612,572,377,977,4,5
United Air Lines Inc.,"Houston, TX","Charleston, SC",5,614,830,727,925,5,5
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",6,694,900,808,1055,5,5
Envoy Air,"Dallas/Fort Worth, TX","Columbia, SC",1,675,200,167,922,4,5
Envoy Air,"Dallas/Fort Worth, TX","Myrtle Beach, SC",6,673,380,349,1048,5,5
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",8,722,930,694,1055,5,5
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",2,675,250,133,987,5,5
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",5,675,250,200,925,5,5
Mesa Airlines Inc.,"Dallas/Fort Worth, TX","Myrtle Beach, SC",1,638,234,121,1048,3,6
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",5,614,960,863,987,6,6
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",5,655,840,686,862,6,6
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",8,675,300,265,925,6,6
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",10,722,1116,848,1055,6,6
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",4,694,1080,758,1055,6,6
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",1,675,100,89,987,2,6
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",4,698,870,715,1048,6,6
Frontier Airlines Inc.,"Austin, TX","Charleston, SC",5,694,1260,872,1055,7,7
United Air Lines Inc.,"Houston, TX","Charleston, SC",6,634,1253,1039,925,7,7
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",5,694,180,136,1048,1,8
Envoy Air,"Dallas/Fort Worth, TX","Greer, SC",2,676,308,240,862,7,8
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",3,675,400,387,925,8,8
Southwest Airlines Co.,"Houston, TX","Charleston, SC",10,614,1400,1250,928,8,8
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",1,675,150,137,925,3,8
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",3,612,1144,1024,977,8,8
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",5,612,1287,1105,977,9,8
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",4,675,450,358,837,9,9
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",8,612,1287,1098,977,9,9
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",4,612,1287,1106,977,9,9
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",2,676,396,260,987,9,9
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",9,612,1287,1025,977,9,10
Republic Airline,"Houston, TX","Charleston, SC",8,677,700,582,925,10,10
Envoy Air,"Dallas/Fort Worth, TX","Columbia, SC",6,673,836,726,922,11,11
Mesa Airlines Inc.,"Houston, TX","Greer, SC",8,673,836,782,837,11,11
Southwest Airlines Co.,"Houston, TX","Charleston, SC",9,612,1430,990,928,10,11
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",8,675,600,553,837,12,12
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",6,655,1540,1305,987,11,12
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",6,675,600,514,925,12,12
United Air Lines Inc.,"Houston, TX","Charleston, SC",8,698,1408,955,925,11,12
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",6,698,1740,1671,1048,12,12
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",7,675,600,548,925,12,12
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",6,612,1859,1686,977,13,13
Southwest Airlines Co.,"Dallas, TX","Charleston, SC",7,612,2002,1793,977,14,13
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",8,698,1885,1394,1048,13,13
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",7,698,2030,1832,1048,14,14
ExpressJet Airlines Inc.,"Houston, TX","Charleston, SC",2,675,700,603,925,14,14
United Air Lines Inc.,"Houston, TX","Charleston, SC",7,698,2048,1569,925,16,17
Southwest Airlines Co.,"Houston, TX","Charleston, SC",9,614,2275,1846,928,13,17
United Air Lines Inc.,"Houston, TX","Charleston, SC",6,698,2560,2031,925,20,20
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",8,673,1520,1420,987,20,20
United Air Lines Inc.,"Houston, TX","Charleston, SC",4,634,3759,2336,925,21,21
Southwest Airlines Co.,"Houston, TX","Charleston, SC",10,612,3003,2676,928,21,21
Republic Airline,"Houston, TX","Greer, SC",4,677,1470,1238,837,21,21
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",8,698,2688,2004,987,21,21
Republic Airline,"Houston, TX","Charleston, SC",9,677,1400,1156,925,20,22
Spirit Air Lines,"Dallas/Fort Worth, TX","Myrtle Beach, SC",5,698,1450,1316,1048,10,23
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",6,675,1200,1129,837,24,24
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",5,673,1748,1135,987,23,24
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",1,673,1900,1668,925,25,25
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",7,673,2052,1855,987,27,27
Southwest Airlines Co.,"Houston, TX","Charleston, SC",3,612,3861,3701,928,27,27
Republic Airline,"Houston, TX","Greer, SC",6,677,1890,1644,837,27,27
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",2,675,1350,1077,878,27,28
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",2,675,1300,1147,837,26,28
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",2,673,2128,1850,925,28,28
Southwest Airlines Co.,"Houston, TX","Charleston, SC",2,612,4004,3093,928,28,28
Envoy Air,"Dallas/Fort Worth, TX","Charleston, SC",6,673,2204,1931,987,29,29
Republic Airline,"Houston, TX","Greer, SC",5,677,2030,1685,837,29,29
Southwest Airlines Co.,"Houston, TX","Charleston, SC",4,612,4290,3959,928,30,30
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",9,675,1350,950,878,27,30
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",9,675,1500,1233,837,30,30
Mesa Airlines Inc.,"Houston, TX","Greer, SC",9,673,2280,1920,837,30,30
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",6,675,1500,1209,878,30,30
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",4,675,1500,1194,878,30,30
Southwest Airlines Co.,"Houston, TX","Charleston, SC",6,612,4290,3898,928,30,30
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",7,675,1500,1181,878,30,30
Southwest Airlines Co.,"Houston, TX","Charleston, SC",1,612,3575,2734,928,25,31
Southwest Airlines Co.,"Houston, TX","Charleston, SC",7,612,4433,3989,928,31,31
Southwest Airlines Co.,"Houston, TX","Charleston, SC",5,612,4433,3991,928,31,31
Southwest Airlines Co.,"Houston, TX","Charleston, SC",8,612,4433,3850,928,31,31
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",10,675,1550,1210,878,31,31
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",3,675,1550,1180,878,31,31
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",3,675,1550,1296,837,31,31
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",5,675,1550,1267,878,31,31
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",8,675,1550,1270,878,31,31
ExpressJet Airlines Inc.,"Houston, TX","Columbia, SC",1,675,1550,1179,878,31,32
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",7,673,2660,2465,925,35,35
Republic Airline,"Houston, TX","Greer, SC",8,677,2520,2227,837,36,36
ExpressJet Airlines Inc.,"Houston, TX","Greer, SC",1,675,1850,1638,837,37,38
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",4,673,2888,2778,925,38,38
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",8,614,6240,5053,987,39,40
American Airlines Inc.,"Dallas/Fort Worth, TX","Columbia, SC",6,655,5600,4828,922,40,43
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",6,673,3344,3036,925,44,44
United Air Lines Inc.,"Houston, TX","Charleston, SC",5,634,7876,5247,925,44,44
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",8,673,3496,2886,925,46,46
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",6,614,7520,6555,987,47,48
Envoy Air,"Dallas/Fort Worth, TX","Columbia, SC",2,673,3800,3012,922,50,51
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",5,614,8160,6761,862,51,52
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",4,614,8320,7507,987,52,52
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",9,673,4028,2978,925,53,53
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",2,655,7280,5581,862,52,53
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",3,673,4104,3659,925,54,54
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",9,698,6016,4653,987,47,54
American Airlines Inc.,"Dallas/Fort Worth, TX","Columbia, SC",9,655,7000,4168,922,50,55
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",2,698,7040,5644,987,55,55
Envoy Air,"Dallas/Fort Worth, TX","Columbia, SC",4,673,4256,3553,922,56,56
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",5,655,7840,6295,987,56,56
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",4,655,7700,6328,862,55,56
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",3,655,7840,6589,862,56,57
American Airlines Inc.,"Dallas/Fort Worth, TX","Columbia, SC",8,655,7980,5880,922,57,57
Envoy Air,"Dallas/Fort Worth, TX","Columbia, SC",3,673,4256,3464,922,56,57
Envoy Air,"Dallas/Fort Worth, TX","Columbia, SC",5,673,4408,3605,922,58,58
American Airlines Inc.,"Dallas/Fort Worth, TX","Columbia, SC",7,655,7840,6330,922,56,58
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",9,614,8960,6172,862,56,58
American Airlines Inc.,"Dallas/Fort Worth, TX","Columbia, SC",10,655,7840,5872,922,56,58
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",6,614,9280,8381,862,58,59
Mesa Airlines Inc.,"Houston, TX","Greer, SC",10,673,4484,3866,837,59,59
Republic Airline,"Houston, TX","Greer, SC",7,677,4130,3660,837,59,59
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",1,698,6528,4851,987,51,59
Envoy Air,"Dallas/Fort Worth, TX","Columbia, SC",1,673,4484,3709,922,59,59
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",7,614,9760,8191,987,61,61
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",10,698,7552,6589,987,59,61
American Airlines Inc.,"Dallas/Fort Worth, TX","Charleston, SC",3,698,7808,6956,987,61,61
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",8,614,9920,7849,862,62,62
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",1,655,8540,5647,862,61,62
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",10,614,9932,7790,862,62,62
American Airlines Inc.,"Dallas/Fort Worth, TX","Greer, SC",7,614,9760,8304,862,61,62
Mesa Airlines Inc.,"Houston, TX","Charleston, SC",10,673,6232,5252,925,82,82
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",9,694,300,266,1727,2,2
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",8,694,150,90,1727,1,2
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",4,614,320,267,1823,2,2
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",7,614,480,432,1823,3,3
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",8,614,480,471,1823,3,3
Delta Air Lines Inc.,"Salt Lake City, UT","Charlotte, NC",4,888,720,582,1727,4,4
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",5,699,935,616,1727,5,6
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",1,698,896,877,1727,7,7
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",6,614,1120,1047,1823,7,7
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",6,694,1050,905,1727,7,7
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",9,614,1120,966,1823,7,7
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",3,699,1496,1274,1727,8,8
Delta Air Lines Inc.,"Salt Lake City, UT","Charlotte, NC",2,614,1920,1602,1727,12,12
Delta Air Lines Inc.,"Salt Lake City, UT","Charlotte, NC",2,698,1716,1179,1727,13,13
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",2,699,2618,1895,1727,14,14
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",9,888,3060,2520,1823,17,18
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",1,699,4114,2458,1727,22,22
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",6,699,4368,4120,1823,23,23
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",3,694,3450,2959,1727,23,23
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",6,699,4301,3295,1727,23,23
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",2,614,3840,3445,1823,24,24
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",4,694,3792,3558,1823,24,24
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",8,699,4749,4520,1823,25,25
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",2,694,3900,2806,1727,26,26
Delta Air Lines Inc.,"Salt Lake City, UT","Charlotte, NC",4,614,4160,3857,1727,26,26
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",1,694,3900,2674,1727,26,27
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",1,614,4320,3578,1823,27,27
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",3,614,4320,4064,1823,27,27
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",5,694,4050,3109,1727,27,27
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",10,888,4320,3917,1823,24,27
Delta Air Lines Inc.,"Salt Lake City, UT","Charlotte, NC",1,698,3562,2615,1727,27,27
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",9,699,5049,3575,1727,27,28
Delta Air Lines Inc.,"Salt Lake City, UT","Raleigh/Durham, NC",7,699,5131,4679,1823,27,28
American Airlines Inc.,"Salt Lake City, UT","Charlotte, NC",8,699,5423,4346,1727,29,29
Delta Air Lines Inc.,"Salt Lake City, UT","Charlotte, NC",10,614,4639,4272,1727,29,29
